Predator class,Predator order,Predator family,Prey class,Prey order,Prey family,region,reference,as cited in
Arachnida,Araneae,Pisauridae,Actinopterygii,Unknown,Unknown,United States,(Nyffeler And Pusey 2014),(Nyffeler And Pusey 2014)
Arachnida,Araneae,Pisauridae,Actinopterygii,Unknown,Unknown,United States,(Nyffeler And Pusey 2014),(Nyffeler And Pusey 2014)
Arachnida,Araneae,Pisauridae,Actinopterygii,Unknown,Unknown,United States,(Nyffeler And Pusey 2014),(Nyffeler And Pusey 2014)
Arachnida,Araneae,Pisauridae,Actinopterygii,Unknown,Unknown,Zimbabwe,(Nyffeler And Pusey 2014),(Nyffeler And Pusey 2014)
Arachnida,Araneae,Pisauridae,Actinopterygii,Cypriniformes,Cyprinidae,Australia,(Nyffeler And Pusey 2014),(Nyffeler And Pusey 2014)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Hylidae,United States,(Owen And Johnson 1997),(Toledo 2005)
Arachnida,Araneae,Pisauridae,Actinopterygii,Salmoniformes,Salmonidae,South Africa,(Pickard?Cambridge 1903),(Nyffeler And Pusey 2014)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Hylidae,Brazil,(Pinto-Silva And Neuhaus 2018),
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Hylidae,Brazil,(Pombal Jr 2007),
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Hyperoliidae,Cameroon,(Portik Et Al. 2018),(Babangenge Et Al. 2019)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Hylidae,Paraguay,(Pramuk And Alamillo 2002),(Toledo 2005)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Ranidae,Indonesia,(Riehl Et Al. 2008),
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Hyperoliidae,Cìte d'Ivoire,(Rodel Et Al. 2004),(Babangenge Et Al. 2019)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Hyperoliidae,Cìte d'Ivoire,(Rodel Et Al. 2004),(Babangenge Et Al. 2019)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Pipidae,United States,(Rogers 1996),(Toledo 2005)
Arachnida,Araneae,Pisauridae,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Cìte d'Ivoire,(Romand 1980),(Nyffeler And Pusey 2014)
Arachnida,Araneae,Pisauridae,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Cìte d'Ivoire,(Romand 1980),(Nyffeler And Pusey 2014)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Unknown,Peru,(Rudolf Von May Et Al. 2019),
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Bufonidae,unknown,(Savory 1928),(Mccormick And Polis 1982)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Microhylidae,unknown,(Savory 1928),(Mccormick And Polis 1982)
Arachnida,Araneae,Pisauridae,Actinopterygii,Unknown,Unknown,unknown,(Savory 1928),(Mccormick And Polis 1982)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Leptodactylidae,Brazil,(Schiesari Et Al. 1995),(Toledo 2005)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Hylidae,Bolivia,(Schulze And Jansen 2010),
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Phrynobatrachidae,South Africa,(Sierwald 1983),(Babangenge Et Al. 2019)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Pipidae,South Africa,(Sierwald 1988),(Babangenge Et Al. 2019)
Arachnida,Araneae,Pisauridae,Actinopterygii,Cypriniformes,Cyprinidae,Borneo,(Sierwald 1988),(Nyffeler And Pusey 2014)
Arachnida,Araneae,Pisauridae,Actinopterygii,Cypriniformes,Cyprinidae,unknown,(Spring 1859),(Mccormick And Polis 1982)
Arachnida,Araneae,Pisauridae,Reptilia,Squamata,Scincidae,United States,(Stephen Et Al. 2016),
Arachnida,Araneae,Pisauridae,Actinopterygii,Cyprinodontiformes,Poeciliidae,United States,(Suhr And Davis 1974),(Nyffeler And Pusey 2014)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Rhacophoridae,China,(Sung And Li 2013),
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Hylidae,Japan,(Toledo 2005),(Toledo 2005)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Hyperoliidae,Tanzania,(Vonesh 2003),(Babangenge Et Al. 2019)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Hyperoliidae,Tanzania,(Vonesh 2003),(Babangenge Et Al. 2019)
Arachnida,Araneae,Pisauridae,Amphibia,Anura,Hylidae,Brazil,(Zina And Gonzaga 2006),
Arachnida,Araneae,Salticidae,Amphibia,Anura,Ranixalidae,India,(Ahmed Et Al. 2017),
Arachnida,Araneae,Salticidae,Reptilia,Squamata,Dactyloidae,United States,(Nyffeler Et Al. 2017A),(Nyffeler Et Al. 2017A)
Arachnida,Araneae,Salticidae,Reptilia,Squamata,Dactyloidae,United States,(Nyffeler Et Al. 2017A),(Nyffeler Et Al. 2017A)
Arachnida,Araneae,Salticidae,Amphibia,Anura,Hylidae,United States,(Nyffeler Et Al. 2017A),(Nyffeler Et Al. 2017A)
Arachnida,Araneae,Salticidae,Amphibia,Anura,Hylidae,United States,(Nyffeler Et Al. 2017A),(Nyffeler Et Al. 2017A)
Arachnida,Araneae,Salticidae,Amphibia,Anura,Hylidae,United States,(Nyffeler Et Al. 2017A),(Nyffeler Et Al. 2017A)
Arachnida,Araneae,Salticidae,Amphibia,Anura,Hylidae,United States,(Nyffeler Et Al. 2017A),(Nyffeler Et Al. 2017A)
Arachnida,Araneae,Salticidae,Amphibia,Anura,Hylidae,United States,(Nyffeler Et Al. 2017A),(Nyffeler Et Al. 2017A)
Arachnida,Araneae,Salticidae,Amphibia,Anura,Hylidae,United States,(O'Neill And Boughton 1996),(Nyffeler Et Al. 2017A)
Arachnida,Araneae,Sparassidae,Amphibia,Anura,Ceratobatrachidae,Borneo,(Asad Et Al. 2018),
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Gekkonidae,South Africa,(Bauer 1990),(Bauer 1990)
Arachnida,Araneae,Sparassidae,Mammalia,Chiroptera,Vespertilionidae,India,(Bhattacharya 1941),(Nyffeler And KnîRnschild 2013)
Arachnida,Araneae,Sparassidae,Amphibia,Anura,Leptodactylidae,Puerto Rico,(Formanowicz Jr. Et Al. 1981),(Menin Et Al. 2005)
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Dactyloidae,Mexico,(Garc°A-Balderas Et Al. 2016),
Arachnida,Araneae,Sparassidae,Amphibia,Anura,Ranidae,puerto rico,(Hamidy Et Al. 2010),
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Gekkonidae,Australia,(Hamilton 2011),
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Gekkonidae,Namibia,(Henschel 1994),
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Lacertidae,Namibia,(Henschel 1994),
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Gekkonidae,Africa,(Lamoral 1971),(Schalk And Cove 2018)
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Gekkonidae,Africa,(Lamoral 1971),(Schalk And Cove 2018)
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Gekkonidae,Africa,(Lamoral 1971),(Schalk And Cove 2018)
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Diplodactylidae,Australia,(Lange 2007),(Schalk And Cove 2018)
Arachnida,Araneae,Sparassidae,Mammalia,Rodentia,Muridae,Australia,(Mckeown And Roberts 1952),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Sparassidae,Amphibia,Anura,Rhacophoridae,Borneo,(Min Et Al. 2019),
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Gekkonidae,Bangladesh,(Neogi And Islam 2017),
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Gekkonidae,Australia,(Nordberg Et Al. 2018),
Arachnida,Araneae,Sparassidae,Amphibia,Anura,Hylidae,Australia,(Nordberg Et Al. 2018),
Arachnida,Araneae,Sparassidae,Amphibia,Anura,Bufonidae,Sri Lanka,(Priyadarshana And Perera 2015),
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Gekkonidae,Sri Lanka,(Priyadashana And Wijewardana 2016),
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Gekkonidae,Bangladesh,(Purkayastha Et Al. 2011),
Arachnida,Araneae,Sparassidae,Amphibia,Anura,Leptodactylidae,Puerto Rico,(Reagan 1996),(Villanueva-Rivera Et Al. 2000)
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Scincidae,Australia,(Shine And Tamayo 2016),
Arachnida,Araneae,Sparassidae,Amphibia,Anura,Rhacophoridae,Japan,(Tanaka 2013),
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Gekkonidae,India,(Vyas),
Arachnida,Araneae,Sparassidae,Reptilia,Squamata,Gekkonidae,South Africa,(Warren 1923),(Schalk And Cove 2018)
Arachnida,Araneae,Sparassidae,Mammalia,Rodentia,Muridae,Australia,(Whyte And Anderson 2017),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Colubridae,Mexico,(Aguilar-L¢Pez Et Al. 2014),
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Gekkonidae,Brazil,(Almeida Et Al. 2019),
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Teiidae,Brazil,(Alves CoàLho Et Al. 2019),
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Colubridae,Brazil,(Araujo Et Al. 2013),
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Viperidae,Brazil,(Avila And Porf°Rio 2008),
Arachnida,Araneae,Theraphosidae,Amphibia,Gymnophiona,Caeciliidae,French Guiana,(Boistel And Pauwels 2002A),(Menin Et Al. 2005)
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Leptodactylidae,French Guiana,(Boistel And Pauwels 2002B),(Menin Et Al. 2005)
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Colubridae,Brazil,(Borges Et Al. 2016),
Arachnida,Araneae,Theraphosidae,Aves,Passeriformes,Thamnophilidae,Brazil,(Carvalho Et Al. 2016),
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Leptodactylidae,Brazil,(Costa Et Al. 2010),
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Dendrobatidae,Brazil,(Da Costa Et Al. 2006),
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Colubridae,Brazil,(Da Silva Et Al. 2019),
Arachnida,Araneae,Theraphosidae,Mammalia,Chiroptera,Vespertilionidae,India,(Das Et Al. 2012),(Nyffeler And KnîRnschild 2013)
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Phrynosomatidae,Mexico,(David Lazcano Villarreal 2012),(Schalk And Cove 2018)
Arachnida,Araneae,Theraphosidae,Mammalia,Chiroptera,Mormoopidae,Brazil,(Dias Et Al. 2015),
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Scaphiopodidae,Mexico,(Farr Et Al. 2010),
Arachnida,Araneae,Theraphosidae,Aves,Apodiformes,Trochilidae,United States,(Gertsch 1979),(Mccormick And Polis 1982)
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Unknown,United States,(Gertsch 1979),(Mccormick And Polis 1982)
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Leiuperidae,Panama,(Gray Et Al. 1999),(Menin Et Al. 2005)
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Dactyloidae,unknown,(Gudger 1925),(Mccormick And Polis 1982)
Arachnida,Araneae,Theraphosidae,Aves,Unknown,Unknown,unknown,(Gudger 1925),(Mccormick And Polis 1982)
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Gymnophthalmidae,Brazil,(Gurgel De Sousa And Xavier Freire 2010B),
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Hylidae,Mexico,(JimÇNez-Arcos Et Al. 2014),
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Colubridae,Brazil,(Jorge Et Al. 2016),
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Teiidae,Argentina,(Kass Et Al. 2018),
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Teiidae,Brazil,(Leite Et Al. 2019),
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Limnodynastidae,Australia,(Main And Main 1956),(Mccormick And Polis 1982)
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Unknown,Australia,(Mckeown And Roberts 1952),(Mccormick And Polis 1982)
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Bufonidae,Brazil,(Menin Et Al. 2005),
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Bufonidae,Brazil,(Menin Et Al. 2005),
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Hylidae,Brazil,(Menin Et Al. 2005),
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Hylidae,Brazil,(Menin Et Al. 2005),
Arachnida,Araneae,Theraphosidae,Aves,Unknown,Unknown,Australia,(Nordberg Et Al. 2018),
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Elapidae,Brazil,(Nunes Et Al. 2010),(Schalk And Cove 2018)
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Elapidae,Brazil,(Nunes Et Al. 2010),
Arachnida,Araneae,Theraphosidae,Mammalia,Chiroptera,Emballonuridae,Peru,(Nyffeler And KnîRnschild 2013),(Nyffeler And KnîRnschild 2013)
Arachnida,Araneae,Theraphosidae,Mammalia,Chiroptera,Unknown,Brazil,(Nyffeler And KnîRnschild 2013),(Nyffeler And KnîRnschild 2013)
Arachnida,Araneae,Theraphosidae,Mammalia,Chiroptera,Vespertilionidae,Ecuador,(Nyffeler And KnîRnschild 2013),(Nyffeler And KnîRnschild 2013)
Arachnida,Araneae,Theraphosidae,Mammalia,Rodentia,Heteromyidae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Tropiduridae,Brazil,(Piau° Et Al. 2014),
Arachnida,Araneae,Theraphosidae,Mammalia,Rodentia,Muridae,India,(Pocock 1899),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Limnodynastidae,Australia,(Raven 1990),(Toledo 2005)
Arachnida,Araneae,Theraphosidae,Mammalia,Didelphimorphia,Didelphidae,Peru,(Rudolf Von May Et Al. 2019),
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Microhylidae,Peru,(Rudolf Von May Et Al. 2019),
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Tropiduridae,Brazil,(Silva Vieira Et Al. 2012),
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Scincidae,Mexico,(Streicher Et Al. 2011),(Schalk And Cove 2018)
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Dendrobatidae,Panama,(Summers 1999),(Menin Et Al. 2005)
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Hylidae,Brazil,(Toledo 2005),(Toledo 2005)
Arachnida,Araneae,Theraphosidae,Amphibia,Anura,Hylidae,Brazil,(Toledo 2005),(Toledo 2005)
Arachnida,Araneae,Theraphosidae,Reptilia,Squamata,Tropiduridae,Brazil,(Vieira Et Al. 2012),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Colubridae,South Africa,(Bayliss 2001),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Lamprophiidae,South Africa,(Bayliss 2001),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Colubridae,United States,(Beaman And Tucker 2014),
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Blair 1934),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Lacertidae,Israel,(Blondheim And Werner 1989),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Lacertidae,Israel,(Blondheim And Werner 1989),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Teiidae,Mexico,(Carbajal-Marquez Et Al. 2013),
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Clagget 1914),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Clagget 1914),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,Italy,(Colombo 2013),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,Australia,(Cook 1973),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Mammalia,Primates,Cheirogaleidae,United States,(Crane And Goodman 2013),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(D'Amour Et Al. 1936),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Colubridae,United States,(Davis Et Al. 2017),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Elapidae,Australia,(De Rebeira 1981),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Lacertidae,Ireland,(Dunbar Et Al. 2018),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Dipsadidae,United States,(Ervin And Carroll 2007),(Schalk And Cove 2018)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Lacertidae,Spain,(Garcia-Roa Et Al. 2013),
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,unknown,(Gudger 1925),(Mccormick And Polis 1982)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Unknown,unknown,(Gudger 1925),(Mccormick And Polis 1982)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Heyn 1940),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Lacertidae,Spain,(H¢Dar And S†Nchez-Pi§Ero 2002),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Lacertidae,Spain,(H¢Dar And S†Nchez-Pi§Ero 2002),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Lacertidae,Spain,(H¢Dar And S†Nchez-Pi§Ero 2002),(Schalk And Cove 2018)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Phyllodactylidae,Spain,(H¢Dar And S†Nchez-Pi§Ero 2002),(Schalk And Cove 2018)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Phyllodactylidae,Australia,(KîNig 1987),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Typhlopidae,Mexico,(Mart°Nez-Coronel And Navarrete-JimÇNez 2018),
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Mccook 1889),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,Australia,(Mckeown 1943),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,Australia,(Mckeown 1943),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,Australia,(Mckeown 1943),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Elapidae,Australia,(Mckeown And Roberts 1952),(Mccormick And Polis 1982)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,Australia,(Mckeown And Roberts 1952),(Mccormick And Polis 1982)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,Australia,(Mckeown And Roberts 1952),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,Australia,(Mckeown And Roberts 1952),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Elapidae,Australia,(Mckeown And Roberts 1952),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,Australia,(Metcalfe And Ridgeway 2013),
Arachnida,Araneae,Theridiidae,Aves,Passeriformes,Estrildidae,Africa,(Morris 1963),(Brooks 2012)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Colubridae,United States,(Neill 1948),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Colubridae,United States,(Neill 1948),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,United States,(Neill 1948),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Cricetidae,United States,(Neitzel 1965),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Cricetidae,Mexico,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Cricetidae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Cricetidae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Cricetidae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,Australia,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,Australia,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,Australia,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,Australia,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,Australia,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,Australia,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,Australia,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,Australia,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,Australia,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,Australia,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Mammalia,Rodentia,Muridae,United States,(Nyffeler And Vetter 2018),(Nyffeler And Vetter 2018)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,Australia,(O?Shea And Kelly 2017),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Elapidae,Australia,(O?Shea And Kelly 2017),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Elapidae,Australia,(O?Shea And Kelly 2017),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,Australia,(O?Shea And Kelly 2017),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Elapidae,Australia,(Orange 2007),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Gekkonidae,Australia,(Orange 2007),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Gekkonidae,Australia,(Orange 2007),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,Australia,(Orange 2007),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Phrynosomatidae,United States,(Painter And Kamees 2010),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Typhlopidae,Europe,(Petrov And Lazarov 2000),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Colubridae,United States,(Pruett And Jadin 2010),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,Australia,(Raven 1990),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,Australia,(Raven 1990),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,Australia,(Roberts 1941),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Gekkonidae,United States,(Roberts Et Al. 1999),(Schalk And Cove 2018)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Colubridae,Brazil,(Rocha Et Al. 2017),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Lacertidae,Croatia,(Schwammer And Baurecht 1988),(O?Shea And Kelly 2017)
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,Australia,(Shine And Tamayo 2016),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Gekkonidae,United States,(Steiner 1983),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Colubridae,United States,(Stevenson And Crook 2018),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Scincidae,United States,(Taylor Et Al. 2010),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Anguidae,United States,(Thill And Feldman 2019),
Arachnida,Araneae,Theridiidae,Amphibia,Anura,Hylidae,Mexico,(Tinoco Et Al. 2016),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Gekkonidae,Italy,(Zamani 2016),
Arachnida,Araneae,Theridiidae,Reptilia,Squamata,Lacertidae,Israel,(Zilberberg 1988),(O?Shea And Kelly 2017)
Arachnida,Araneae,Trechaleidae,Reptilia,Squamata,Dactyloidae,Panama,(Bock And Quintero 1987),
Arachnida,Araneae,Trechaleidae,Amphibia,Anura,Hylidae,Brazil,(Costa-Pereira Et Al. 2010),
Arachnida,Araneae,Trechaleidae,Amphibia,Anura,Craugastoridae,Costa Rica,(Folt And Lapinski 2017),
Arachnida,Araneae,Trechaleidae,Amphibia,Anura,Craugastoridae,Costa Rica,(Folt And Lapinski 2017),
Arachnida,Araneae,Trechaleidae,Amphibia,Anura,Hylidae,Costa Rica,(Folt And Lapinski 2017),
Arachnida,Araneae,Trechaleidae,Amphibia,Anura,Cycloramphidae,Brazil,(Gaiarsa Et Al. 2012),
